comment,offensive
"سچ جو آپ سنہا نئی چاہتے؟ میڈیا آزاد نہیں ہے،میڈیا وہی خبر دیکھا اور چلاسکتا ہے جس کی ناپاک فوج اجازت دے وزارت داخلہ سے خارجہ تک معیشت سے سیاست تک تمام معاملات فوج چلارہی ہے اس لیے اب دنیا یہ کہے رہی ہے جو حکومت گردی ہے اس کے پیچے وردی ہے شاہ زیب خانزادہ کا حقیقت پر مبنی تجزیہ",1
سچ کہا ہے فیصل صاحب نے سرفراز پر خطر پہاڈوں میں جاکر اپنے لوگوں سے ملتے ہیں ۔ ڈیرہ بگٹی میں بگٹی کا نام نکال کر ڈیرہ ناپاک فوج کریں ۔ چونکہ بگٹی سے زیادہ فوج آباد ہیں ۔ …,1
سفید جھوٹ نواز شریف کا دامن صاف ہے لگتا ہے نواز شریف کو تاوان کے لئے اغواء کیا گیا ھے وہ ایک روپیہ نہیں دے گا نیب فوج عدلیہ اور عمران خان کا ناپاک گٹھ جوڑ ایکسپوز ہو چکا ہے ملک کے ان تمام دشمنوں پر لعنت,1
سلطان راہی کے قتل کی تحقیق کی جائے تو اسکے پیچھے بھی یہی ناپاک فوج کی مراثی ونگ ہو گی,1
سمجھ نہیں آتی کہ لوگ کس آزادی کا جشن منا رہے ہیں حالانکہ ہم ابھی بھی غلام ہیں پہلے انگریزوں کی غلامی تھی اور اب ان کے کتوں یعنی ناپاک فوج کی غلامی میں ہیں,1
سندھودیش کی بزدل سفاک اور ناپاک فوج نے بغیر کسی وجہ کے مہاجروں کی جان عزت مال و دولت سے کھلواڑ کیا۔یہ بیغیرت بینظیر کے قاتلوں کو تو پانچ سال حکومت میں ہونے کے باوجود نہیں پکڑ سکے۔لیکن بینظیر کے قتل کی آڑ میں مہاجر دشمنی نفرت اور بغض کا بزدلانہ مظاہرہ کیاگیا۔اسلئے #MatrukaSindh,1
سوات میں آپریشن کیا۔ زمرد کی کان پر قبضہ وزیرستان میں آپریشن کیا۔ چلغوزے کی فصل پر قبضہ قبائلی علاقوں میں آپریشن کیا۔تمام منشیات کے کاروبار پر قبضہ مورال کو بلند کرنے کے لۓ بہت ضروری۔الحمداللہ ایسی ہے ہماری فوج ترجمان ناپاک مرسینیریز,1
سوچنا وی نا پاک فوج کے ناپاک جرنیل⁦🖐️⁩,1
سول دشمن ناپاک فوج کی پالتو کتیا اے آر وائی ۔ کالے عیسائی چوڑے بھنگی,1
سیاست دانوں کی ننگی ویڈیو بنا رہی ناپاک چتو زانی شرابی فوج ایجنسیاں,1
"سیدھا بولیں ناپاک فوج پر لعنت پر اس سے کچھ نہیں ھونے والا۔ دس لاکھ بنگالی مسلمان عورتوں کا ریپ کرکے ان بچے پیدا کرنے والے، بلوچ عورتوں کی عصمت دری کرنے والو کو اس سے کوئی فرق نہیں پڑتا",1
سیلیکٹڈ ہیروئنچی عمران نیازی اور ناپاک فوج تو کھل کر بیغیرتی پر اتر آے ہیں مگر بیغیرت اپوزیشن کیوں اسمبلی میں بیٹھ کر اس مارشل لا کو قانونی بنا رہی ہے؟ پوری اپوزیشن کو استعفی دے کر سیلیکٹڈ ہیروئنچی اور ناپاک فوج کا مکروہ کردار سامنے لانا چاہیے #Pakistan #ShahidKhaqanAbbasi,1
"شرم سے ڈوب مرنا چاھیے ناپاک فوج کو معصوم لوگوں کو تنگ کرنے پر- ان کو صرف اپنے لوگوں کو تنگ کرنا، غایب کرنا اور مارنا ھی اتا ھے ورنہ یہ کسی بھی دوسرے ملک کے خلاف لڑنے کے قابل نہیں رھے- انکی انکھوں کے سامنے سے انڈیا کشمیر لے گیا اور غفورا صرف ٹویٹر پر بھآرت سے جنگ کرے گا …",1
"شکر ہے اللہ کا اجان لوگوں کو معلوم ہوا جو کہتے تھے کہ ناپاک فوج ایسا نہی کرسکتے ہیں، اج پشتونوں کو اپنا دشمن اپنی لباس می ملا ہمیں اس دن کا انتظار تھا۔ #StateAttackedPTM",1
شکست ناپاک ملک ھرامنڈی پنجاب پوکستان کا مقدر بن چوکا ھے رنجیت کی دعا سے سرسری قال پنجابی رنجیت کی نسل لعنتی کافر فوج ھرامنڈی پنجاب پر لعنت,1
شمالی کوریاکے وزیر کوموت کی سزا میڈیا کے سامنے شمالی کوریا کے صدر نے اپنے ایک وزیر کو کرپشن کی جرم میں خبر نگاروں کے سامنے ایک نئے طریقے سے موت کی سزا دے دی.ساری دنیا حیران اسطرح سے ان ناپاک فوج کے کرپٹ جنرلوں کو پھانسی دینی چاہیے @AltafHussain_90 @shazbkhanzdaGEO @asmashirazi,1
شمالی وزیرستان حیسور میں ایک عام شہری کی فوج کے ہاتھوں شہادت کے حلاف وزیرستان کے لوگوں نے میرعلی چوک میں لاش کو رکھ کر احتجاجی دھرنا شروع کردیا ہے ساتھی جلد از جلد میرعلی چوک پہنچ جائے شرم کرو ناپاک ارمي @AliWazirFans @jamal_maseed @KhorBibi @kochaiAfghaan @_Watanpal @Gilamanpash,1
شمالی وزیرستان حیسور میں ناپاک فوج نے ایک اور civilian کو شہید کر دیا میر علی چوک میں دھرنا جاری,1
شمالی وزیرستان میں پرامن احتجاج کرنے والو پر آندھا دندھ فائریگ کا سچ سامنے آگیا۔۔۔ کس بے دردی ناپاک فوج کی طرف سے احتجاج کرے والو پر کی گئی۔ اس ویدئو کو عفورے تک او اس کے بے غرت میڈئا تک پھنچانا ہے۔,1
شمالی وزیرستان میں دفعہ 144 لگانے والی بیغیرت ناپاک فوج انڈیا کو کشمیر میں کرفیو نا لگانے کے مشورے دے رہی ہے جو انڈیا نے کشمیر میں اب کیا ہے وہ ناپاک فوج 72 سال سے مقبوضہ پاکستان میں کر رہی ہے لعنت گندی نسل کے بیغیرت منافق پاکستانیوں پر #Pakistan #Kashmir #IndiaBustedAtUNSC,1
شہدا یادگار کو شہید کرنا پنجابستان کی ناپاک فوج کو اس سے بھی زیادہ دردناک موت ماریں گے یہ ہمارا وعدہ ہے میرے شہیدوں,1
شہداء کا خون بیچ کر دولت کمانے والے اور ناپاک فوج کے کُتے بننے والے بھی جعلی فاتحہ خوانی کرتے ہوۓ۔ ایک باپ کی اولاد ہو تو الطاف حسین کے والدین کی برسی پر اور یومِ شہداء پر جناح گراؤنڈ میں حاضری دے کر دکھاؤ,1
شہری سندھ و پنجاب مولانا کے ساتھ چلنے کو تیار نہیں۔پھر بھی مولانا نے کے پی کے اور بلوچستان سے کافی لوگ اکھٹے کر لۓ جو اسِ فاشسٹ فراڈ حکومت کو گرانے اور ناپاک فوج کو دفن کرنے کے لۓ کافی,1
"شہید ہوا ہے ناپاک میڈیا ، اپنی چتو حرامی زانی شرابی فوجیوں کو تو بڑا شہید شہید کہتے ہو دنیا میں صرف مسلمان یہی تیری چتو فوج رہ گئی ؟",1
شیدا ٹلی ناپاک فوج کی پالتو کتی ۔ MUST IMMEDIATELY SUBMIT RESIGNATION.,1
صوبے نہیں پانچ الگ ریاستیں. سندھ سندھیوں کا سرحد سرحد والوں کا بلوچ بلوچوں کا بلتستان بلتستان والوں کا اور پنجاب ناپاک فوج کا.,1
ضعیف العمر قبائلوں کے ساتھ ناپاک فوج کا رویہ یہ ہو اور ان کے بچے چودہ گز منائے یہ تم نے کیسے سوچ لیا کچھ کرائے کے ٹٹوں جھنڈوں کے ساتھ سیلفیاں بناکر تو اپلوڈ کرلینگے مگر غیرتمند قبائل ہر گز ایسا نہیں کرینگے #DaSangaAzadiDa #QabailKaPakistan,1
ضلع بونیر کے علاقہ پیربابا کے گاوں بٹئی میں گزشتہ رات ناپاک فوج کے ہاتھوں نوجوان شارزا حان کا لرزہ خیز قتل!! واقعہ کی تفصیل اس طرح ہے کہ گزشتہ رات (جبکہ گھر میں والد کی لاش بھی پڑی ہے جو کہ کچھ دیر پہلے انتقال کر چکے تھے 1 #AfghanWarMustBeStopped @ManzoorPshten @DAWAE,1
"طٰہٰ بھاٸی میں سو فیصد آپ کی بات سے اتفاق کرتا ہوں۔ فوج پنجاب کے گندے خاندانوں پر مشتمل ہے۔ مہاجروں، سندھیوں، بلوچوں، پختونوں اور گلگت بلتستانیوں پر جتنے مظالم اس ناپاک فوج نے کیٸے کوٸی دشمن بھی نا کرے۔ ان کو صرف کشمیر کی پیچش ہوتی ہے کیونکہ یہ ایشو کماٸی کا زریعہ ہے۔",1
طالبان فوج کی پیداوار ھے پختون اور بلوچ علاقوں میں امن و امان کی خرابی اور لوگوں میں احساس محرومی اوربے گناہ لوگوں کا قتل عام اور امریکہ کا جنگ پاکستان پر مسلط کرنا اور سوات دیر باجوڑاور پشاور کے اے۔پی۔سی سکول میں معصوم بچوںکو موت کے گھاٹ اتارنا سب ناپاک فوج کے کارنامے ہیں۔,1
ظلم پھر ظلم ہے بڑھتا ہے تو ظالم مٹ جاتا ناپاک فوج کے مٹنے کا وقت قریب,1
"عالمگیروزیر کو نامعلوم ولد خوب معلوم نے پنجاب یونیورسٹى سے اغواء کرلیا ہے. اغواء کاری مار دھاڑ ، ٹارگٹ کلنگ، دہشت گردی، خوف و ہراس پھیلانا ناپاک فوج کا شیوہ بن چکا ہے، ان کو اور کوئی پروفیشنل کام آتا نہیں ہے. #ReleaseAlamgirWazir",1
عامر اپ پر کروڑوں تیرے ناپاک فوج پر اربوں بار لعنت,1
عدالتیں تب ازاد تصور کی جاییگی جب ان فوج کے بدمعاشوں کو کھٹرے میں لاکر کھڑا کردے اتنی زمین پاکستان میں پاکستانی لوگوں کے پاس جتنی اس ناپاک فوج کے پاس کیا اعلٰی عدالتیں ان کے کرتوت سے بے خبر ہیں ۔ہرگز نہیں لیکن ان پر ہاتھ نہیں ڈال سکتے اور یہ بے خوف ہوکر لوگوں لوٹتےاورقتل اور گم ک,1
عراق کے اندرونی معاملات میں کانے دجال ایران کا کیا کام ناپاک فوج کی طرح یہ حرامی دجال کے پجاری بھی ہر کہی گھس جاتے ہیں. اقتدار کے لیے,1
علی وزیر پر ناپاک فوج کے حملے کی ویڈیو مل گئی ! اب گٹر میڈیا تک پہنچائے تاکہ دنیا دیکھے کہ غپورہ بکواس کررہا تھا ,1
"عمران اور جنرل باجوہ ایک طرف اج مودی کو فون پر مبارک باد دے رہے تھے مذاکرات کیلۓ منتیں کررہے ہیں جبکہ دوسرے طرف پرامن شہریوں پر گولیاں اپنے ہی ملک میں برسا رہے تھے، کشمیر وزیرستان کے حالات اور بھارت ناپاک فوج میں کوئی فرق نہیں نہ مودی عمران میں کوئی فرق ہے",1
عمران اور فوج نے پورا پاکستان ناپاک کیا ھوا ھے …,1
عمران خان کا نیا پاکستان ہو یانواز شریف کا پرانا یا مشرف کی ناپاک فوج کا پاکستان۔سب پتلے ہیں جو امریکہ کے اشاروں میں ناچتے پھرتے ہیں۔ ایک ہی تھالی کے چٹے بٹے۔ پاکستان کا ایک ہی لیڈر تھا: قائد اعظم محمد علی جناح۔ انکے بعد نہ کوئی لیڈر آیا اور نہ آۓ گا۔,1
عمران طاہر کو وزیرستان پہنچنے پر ناپاک فوج نے وطن کارڈ نہ ھونے کی وجہ سے داخل ھونے سے روک دیا. عمران طاہر نے احتجاجاً یہ جو دھشتگردی ھے اس کے پیچھے وردی ھے کے نعرے بھی لگائے. @sanaejaz2 @BushraGohar @Gilamanpashtee @MariyaAfghan @RehamKhan1,1
"عمران کوکینی کی کیا ہمّت ہے جو کوئی راہداری کھولے ، یہ ہماری ناپاک فوج کر رہی ہے اور صرف فوج کے کمائی دھندوں میں سے ایک دھندا ہے ، اس ناپاک فوج کو کیا کبھی ملک سے محبت رہی تھی اور کیا آج ہے ، بلکل نہیں ... …",1
عمران نیازی اور دس جرنیل یا ۲۲ کروڑ عوام فیصلے کی گھڑی آگئ۔ پاکستان کو بچانا یا ناپاک فوج کی غلامی کرنی …,1
عمران یہودی ہے اور پیروکار ناپاک فوج اور باقی جو ساپوٹر ہے وہ سارے ہیرا منڈی والے پیداوار ہے کبھی بہنوں کو سڑکوں پر نکالتے ہے کبھی ماوں کو ایسا خرامی انسان پاکستان بنائنگاہ,1
غدار کا الزام لگاکر مسلمان عورتوں کی عصمت دری کرنا کیا اسلام میں جائز ھے؟ تمام الباکستانی ملاؤں کو سانپ کیوں سونگھ جاتا ھے جب اس فوج کے کم و بیش تیس لاکھ قتال کی بات کی جاتی ھے؟ کیا ان کی یہ ذمہ داری نہیں کہ ناپاک فوج کے اس ناپاک عمل کیخلاف بات کریں؟ کیا بنگالی مسلمان نہیں ہیں؟ …,1
غدار کی ڈیفینیشن کیا ہے؟ جو اپنی قوم اور اپنی سرزمین کے دشمنوں کو سپورٹ کریں وہ غدار کہلائے گا .. بلوچستان 11اگست 1947 کو ھندوستان کی آزادی سے پہلے برٹش انگریز کی تسلط سے آزاد ہوا .. 27مارچ 1948 کو انگریز داد ناپاک ریاست کی فوج برٹش پنجاپ ریجمنٹ نے بلوچستان کی ازاد ریاست پر فوج …,1
غدار ناپاک فوج اور غدار ہیروئنچی عمران نیازی نے کشمیر بیچ دیا اور بے چارے جاہل پاکستانیوں کو ٹوئٹر پر ٹرینڈ بنانے میں لگا دیا لعنت غدار ناپاک فوج پر لعنت غدار PTI پر لعنت بیغیرت پاکستانیوں پر #Kashmir #Pakistan #کشمیرفروش‌حکومت #کشمیر_ہم_بھولے_نہیں_تجھے #JI_HumanChain_4Kashmir,1
غدار ناپاک فوج اور غدار ہیروئنچی نیازی بنگلہ دیش بنانے سے لیکر کشمیر بیچنے کے بعد اب باقی ملک کا بیڑہ غرق کر رہے ہیں اور غلام نسل کے غدار PTI یوتھیاز تالیاں پیٹ رہے ہیں #Pakistan #MukGayaTeraShowNiazi #ڈٹ_کے_کھڑا_ہے_عمران #ڈیزل_غدار_کو_گرفتار_کرو,1
غدار ناپاک فوج اور ہیروئنچی عمران نیازی نے کشمیر بیچ دیا اور بے چارے جاہل پاکستانی ریلیاں نکال کر سڑکوں پر خوار ہو رہے ہیں اور ٹوئٹر ٹرینڈ بنارہے ہیں لعنت بیغیرت منافق پاکستانیوں پر #Pakistan #Kashmir #لاہورنکلےگا_کشمیرکےلیے,1
غدار ناپاک فوج اور ہیروئنچی عمران نیازی نے کشمیر بیچ دیا اور جاہل پاکستانیوں کو ٹوئٹر پر ٹرینڈ بنانے میں لگا دیا لعنتی بدبودار منافق پاکستانی بیغیرتوں کی طرح اب بھی اس غدار ناپاک فوج اور ہیروئنچی نیازی کو سپورٹ کر رہے #Pakistan #SaveKashmirFromModi #لبیک_غزوہ_ہند,1
غدار ناپاک فوج نے *بہادری* کے ساتھ ۱۲ اکتوبر کو پاکستان فتح کیا اور کامیابی کے ساتھ بیغیرت سیویلین پاکستانیوں کو انکی اوقات یاد دلائ ذہنی اور خاندانی غلام نسل کے بیغیرت پاکستانی آج بھی اس غدار ناپاک فوج کے جوٹے چاٹنے کو فخر کا کام سمجھتی ہے #Pakistan #آئین‌شکنی‌نامنظور,1
غدار نیازی اور غدار ناپاک فوج مشرف کے دور سے کشمیر بیچنے کی کوشش کر رہے تھے غدار ناپاک فوج مودی کے یار ہیروئنچی نیازی کو لائ ہی کشمیر بیچنے کی لیے تھی لعنت گندی نسل کے بیغیرت PTI یوتھیاز پر #Pakistan #ResolveKashmirIssue #Kashmir,1
غزوہ ہند کی ناپاک غلیض فوج کی اندھادھند فائرنگ دیکھو ,1
غزوہ ہند کی ناپاک فوج نے رمضان کے مقدس مہینے کا بهی خیال نہ رکها اور پرامن مظاہرین پر فائرنگ کیا #StateAttackedPTM #StateAttackedPTM,1
"غزوہ ہند ناپاک فوج لڑے گی ؟؟؟ غزوہ ہند وہ لڑینگے جنہوں نے اپنے قوم کو امریکی ڈالر کے عوض بیچ دیا ۔ رنڈی کے بچوں ، ایسے دجال فوج غزوہ ہند لڑے گی جو اسرائیل کو تسلیم کرنا چاہتی ہے ، خبیث کے بچوں ، ایسی فوج غزوہ ہند لڑے گی جو اپنی ہی قوم کا قتل کرتی ہے ؟ لعنت بھیجتے ہیں ایسی فوج پر",1
غفورے کو چھپڑاسی ہونا چاھیے تھا لیکن پتہ نہیں کہ ایسے شیڈول کاسٹ کے لوگوں کو بھی ناپاک فوج میں بھرتی کیا گیا۔جس فوج میں میراسی جرنیل اور غفورے خاکروب میجر جنرل بنے اس فوج سے تو اچھی امید نہیں رکھی جاسکتی جیسی چکی دیسی اٹا,1
غلاظت پی کے اپنی ماں کے یار فرحان ورک جیسے ناپاک فوج کے پالتو کتوں کو بچانے میدان میں نکل پڑی ہے. ایڈمن دیکھتا جا ابھی تیرا پی کے بھی اڑانا ہے انڈین حرامی,1
غلام حسین بھڑوا اس بیماری کو بون میرو کینسر بتانا چاھ رہا ہے تاکہ حکومت اور ناپاک فوج پر الزام نہ آۓ …,1
غلط کہ تھے ھیں یہ سارے کرتوتوت پاک فوج کے ناپاک جرنیلوں اور ججز کے ایک بد دیانت گروپ کے ھیں۔ ان سے بہتر انسان تو ایف آئی اے کا وہ افسر تھا جسکو وزیراعظم نے خواجہ آصف کے خلاف آرٹیکل 6 کے تحت مقدمہ بنانےکاکہا تو اس نے جوتےکی نوک پرلکھ کراپنے ایمان کوقائم رکھا۔ …,1
غیر مسلح افراد کونسی چیز پر ناپاک فوج پر فائرنگ کر سکتا ہے؟؟ #StateAttackedPTM #PTMExposeStateTerrorism,1
غیر ملکی جریدے کی رپورٹ میں پیشن گوئی کی گئی ہے کہ ناپاک فوج موجودہ وزیراعظم کو تبدیل کر سکتی ہے۔ رپورٹ کے مطابق ناپاک فوج معیشت کے معاملے پر موجودہ وزیراعظم عمران خان سے ناخوش ہے۔ ہو سکتا ہے کہ ناپاک فوج کا قادیانی سربراہ لعنتی... …,1
فاٹا میں جو مظالم ناپاک فوج نے کئے ۔ کشمیر کیا۔۔۔۔۔۔۔ اس مظالم سے تو فرغون بھی شرمائےگا,1
فالتو کھوتے یہی ناپاک فوج اور بیغرت آئی ایس آئی جو ابو امریکہ کی دلالی کرتے ہیں,1
"فخر قادیان، غلام مرزا غلام، سرمایہ میرزائیت باجوہ جی آجکل کیا کر رہے ہیں۔ میرے خیال میں ناپاک فوج اکلوتے جنرل کیلیے قانون سازی کر رہی ہے اور ویڈیو میوٹ کرکے بتایا جائے بارڈر کی کشیدہ صورتحال پر لائحہ عمل مرتب ہو رہا ہے۔",1
فسبک پر ناپاک فوج کے حق میں لکھنے والے سب کے سب تنخواہ دار ہیں جالی فسبک اکاونٹ بناکر عوام کو چوتیاں بناتے ہین,1
فغانستان زخم لگا رہا تھا تو یہ ناپاک جنس فوج کیا اپنی ماں ---- رہے تھے اس وقت؟ کسی سستی نسل کے آخری جراثیم,1
فکر نہ کرو افغانستان سے فارغ ہو کر تم نجس کتو کا صفایا کرینگے۔ ان شااللہ تحریک طالبان پاکستان کے ساتھ مل کر تیری ناپاک مرتد فوج کو کراچی کے سمندر میں غرق کرینگے ان شااللہ,1
فکر نہ کریں جناب اگر انڈیا اسی طرح بم پهینکتا رها تو یہ سارے منافق پهر اس ناپاک فوج کیساتهہ ایک هو جائیں گے,1
فوج کل حیدرآباد سپر ہاےوے پر ایک افسوس ناک واقعہ پیش آیا جس میں ناپاک اور درندے ادارے نے ڈرائیوروں پر فایرنگ کیا جس کے نتیجے میں 3 ڈرائیور شہید ہوگیے 4 زخمی یاد رکھو یہ ایک واقعہ نہیں اس طرح کے واقعات بار بار پیش آتے ہیں خصوصا پشتون قوم کے ساتھ یہ ظلم ہورہاہے,1
فوج نے ایک تو ظلم بھی کیا ہے اوپر سے کرفیو نافذ کر دی گئی ہے شاید گڈ طالبان کیساتھ ناپاک آرمی مشورہ جاری ہے #StateAttackedPTM,1
فوج نے باجوڑ میں مردوں کو فائر کرکے اجتماعی موت مارا اور عورتوں کو بیرکوں میں لیجا کر.............. یہ بات ایک ریٹائرڈ فوجی نے بتائی جو حافظ قرآن ھے کہنے لگا جب میں نے فوج کا یہ ظلم دیکھا تو میں نوکری چھوڑ کے گھر آگیا بیغیرت فوج کتی فوج ناپاک فوج,1
فوج نے ہتھیار ڈالے تو بھٹو نے جا کر ان کنجروں کو دشمن کی قئد سے آزاد کروایا۔ جب ملک ٹوٹا تو مارشل لا تھا۔ بھٹو کب انکی بغیر تیل کے انڈیا لے رہے تھے تو اقوام متحدہ گیا انکی بچانے۔ وہ الگ بات کاکول کے گانڈو اس میں بھی مزہ لے رہے تھے۔ بھٹو کا موتر بھی ان ناپاک جرنیلوں سے پاک ہے,1
"قابض قبضہ گیر فوج ناپاک فوج *لو جی مبارک ہو اب گلگت میں بھی زمینوں پر قبضے شروع ہوچُکے ہیں، بنے گا بئی بنے گا ہر شہر میں ڈی ایچ اے بنے گا* *زمین کا مالک پوچھ رہا بتاو کدھر ہے تمھارے پاس کاغذ اس زمین کے، کیوں قبضہ کرنا چاہتے ہومیری زمین پر۔۔۔۔۔*",1
قادیانی آرمی چیف جنرل باجا نے اپنی نوکری کے لیے آسیہ مسیح والی ڈیل کی اور اب حافظ سعید کو قربان کردیا جنرل باجا برطانیہ میں دم ہلاتا ہوا اپنے مالکوں کی تمام خواہشیں پوری کرتا پھر رہا ہے واقع بیغیرت ناپاک فوج پیسہ کے لئے اپنی ماں بھی بیچ دیتے ہیں #Pakistan #WhyILovePakistan,1
قادیانی کتیا ہےتو ناپاک فوج ہی لائی ہو گی قادیان انڈیا سے ۔,1
قائد تحریک جناب الطاف بھائی نے جب جب جو جو جس جس کو جو جو کہا وہ سب حق ہے چاہے ناپاک فوج کی اصلیت بتا کر چاہے دوہرے نظام کے پاکستان کو مردہ باد کہہ کر,1
قربان مشر منظر پشتین احمدشاہ عبدالی کا نواسا هے اور تم رنڈی ھیندو کی نصل ھوں تیری ناپاک فوج کی پتلونے گیلی ھوجایگی جس دن منظور کو ملک بدر کریگاں کیا خیال ھے تم لوگوں کاں یاداشت بڑا کمزور ھے تم لوگوں کیاں ھم وھی پٹھان ھے جب تمھارے بچے ھمارے انے کی خوف سے سوجاتےتے,1
"قربانی قوم دے چندہ قوم دے جنگ کے لئے تیار قوم ہو کشمیریوں کے لئے آدھے گھنٹہ قوم کھڑی ہو باقی ہیروئنچی نیازی نشہ کرتا رہے، فلیٹ خریدتا رہے اور ناپاک فوج پاکستان لوٹ کے کھاتی رہے اور بے چارے جاہل پاکستانی ٹرینڈ بناتے رہیں #Pakistan #KashmirAtDecisionPoint #ImranKhan",1
قسم سے اس ناپاک فوج کے ساتھ جہاد فرض ہو چکا ہے #PakForcesKilledPashtuns,1
قمر باجوہ سستی طوائف کا پالا ھویا کتا ہے کچھ بھی بول سکتا ہے بھائی ۔۔۔پاکستان کی ناپاک ترین فوج پر لعنت بے شمار لعنت چاہئے کوئی بھی کتے کا بچہ فوجی ھو ۔۔۔یہ سب رنڈی کی الاود ایک ہی ہیں اب سمجھ اتا ہے طالبان ان کی گردن کیوں کاٹتے تھے,1
"قوم ناپاک فوج سی ناراض هی، کیونکه اس فوج نه هزارو پاکستانیو کو خودکش حملو سی تباه کردیا",1
کاش وہ دن جلد آئے تجھ جیسے بکاؤ جنرل عوام کے سامنے دو با دو ہوں پھر گالی تو چھوٹی چیز ہے تیری تو کھال تک نوچ لے گی عوام قاتل دہشت گرد فوج کے قاتل جنرل گالی تو چھوٹی سی چیز ہے تیرا اور تیرے تمام ناپاک جنرلز کا حال بنگلہ دیش کے ٹائم سے بھی برا ہو گا یاد تو ہونگی 93 ہزار پتلون,1
کالیا اس بلوچ فرزند کی ری ایکشن دیکھ جب تیرے ناپاک فوج کوگذرتے دیکھ کر فوراً ان پر لاٹھی کو بندوق سمجھ کر تان لیتاہے یاد آئی یہ وہی بلوچ فرزندہے جسے ایک دس دن کے بچی کے ساتھ تمہارے کرایہ کے بھگوڑہ آرمی نے گھرسے اغوا کیا تھا,1
کالیا مردہ اباد ناپاک فوج مردہ اباد,1
کب تک ہم تیرےجیسےحرامزادوں کو صفایئاں دیتے رہینگے۔۔صاف بات یہ ہے کہ وہ پونجے کا بچہ انگریز کا ایسا ہی مہرا تھا جیسے انگریز کے بنائے ہوئے اور انگریز کیلئے کرائے پےدستیاب ناپاک فوج کا محرا نیازی ہے۔۔ اور تیرےجیسےکسی رنڈی کےکوٹی میں پیدا ہونے والےانکے نسل در نسل غلام ہی رہو گے۔۔ …,1
"کبھی طالبان کے بارے ایسا مائنڈ سیٹ تھا اس چتو قوم کا آج پی ٹی ایم نشانے پہ اب اگر کسی کی بکری بھی مارے گی تو ناپاک فوج کے پالتو کتے پی ٹی ایم پہ بھوکنا شروع کر دیں گے ۔تین چار بڑے افسر اک ساتھ ماں چدوا رہے تھے ، کس نے انکو اک ساتھ بھیج کے ان کا قیمہ کیا ؟",1
"کبھی کے پی کے میں بم پھٹ رہے ہیں تو کبھی بلوچستان میں، جس فوج و آئی ایس آئی کو مُلک کی حفاظت میں مصروف ہونا چاہئے وہ سیاست میں مصروف ہیں۔ کشمیر جو کہ ہاتھ سے چلا گیا ہے اُس کی زمہدار صرف ناپاک فوج اور آئی ایس آئی ہے۔ #Pakistani عوام کبھی معاف نہیں کرے گی آپ کو",1
کتاو شرم کرو خيا کرو ناپاک فوج #PakForcesKilledPashtuns,1
کتی رن دا بچہ. ناپاک فوج نے اس حرامی کو نون لیگ پہ بھونکنے کے لیے پال رکھا ہے. حرامی زانی شرابی چتو فوجی خود آؤ نہ میدان میں بنگال کے بھگوڑے,1
کراچی کا پنجابی ہے اور اپنی قوم کی طرح ناپاک فوج کے ٹٹے پکڑ کر دوبارہ سے لٹک جاۓ گا …,1
کراچی میں ایم کیو ایم جو کچھ کرتی رہی وہ ناپاک فوج اور آئ ایس آئ کی سپورٹ کے ساتھ کرتی رہی اگر ایم کیو ایم غدار ہے تو اس کو سپورٹ کرنے والی ناپاک فوج اور آئ ایس آئ بھی غدار ہے آپ دونوں پر لعنت بھیجو منافقت نہ کرو,1
کراچی میں آج ایک آرٹ گیلری میں جو کچھ فوج نے کیا وہ سمجھ لو کے خانہ جنگی کی شروعات ہے۔سینکڑوں لوگوں کی موجودگی میں تمام چینلز کے مائیک پھینک دۓ گۓ۔کسے ایک کو بھی سوال کی اجازت نہیں ناپاک فوج کا کتا راؤ انوار اتنا اہم باقی سب عوام اسِ رنڈی فوج کے غلام,1
کرائے کی ناپاک فوج کو ان شاء اللہ ذلیل و رسوا کرے گا اللہ #طوفان_اٹھنےوالا_ھے,1
کرپٹ جنرل کھا گئے پاکستان کو کسی قوم کو اسکے حقوق نہیں دئئے گئے صرف اپنے بجٹ اور اپنی زمینوں کی حفاظت کی اس ناپاک فوج نے یہی تاریخ ھے ان بے غیرتوں کی,1
کرنل جرنل سن لے اگر جلد ہی مشران کو منظر عام پر نھیں لایا تو پورا وزیرستان نکلنے کیلئے تیار ہے۔ اس حملہ سے پہلے ptm کے لیڈر شپ کو خبردار کیا گیا تھا کہ دھشتگرد آپ لوگوں کو نشانہ بنا سکتے ہے آج وہ دھشتگرد ہمیں ناپاک فوج کی شکل میں نظر آئی۔اور معصوم لوگوں پر فائرنگ کھول دی۔,1
کرنل رشید کو اللّٰہ تعالیٰ جنت الفردوس نصیب فرمائے لیکن کرنل رشید کے قتل میں باجوہ ماجوہ دشتگرد کا سو فیصد ہاتھ ہے حافظ گل بہادر جو پرویز مشرف کا ایک سرگرم حیرحوا دشتگرد تھا اس نے یہ کام کیا ہے وہ بھی ناپاک فوج کے کہنے پر,1
کروڈوں لعنت مکار پنجاپیوں پر .. کروڈوں لعنت پنجاپیوں کے مکار ناپاک فوج پر .. کروڈوں لعنت لعنتی مکار پنجاپی ملک ناپاکستان پر ...,1
